,year,month,weekofday,hour,Holiday,count
2539,2014,1,0,8,1,555
2540,2014,2,0,23,1,1090
2541,2014,5,3,1,0,4855
2542,2014,5,3,23,0,11658
2543,2014,5,2,4,0,1496
2544,2014,8,3,0,0,6247
2545,2014,9,2,8,0,8276
2546,2014,10,5,15,0,10116
2547,2014,11,6,11,0,9067
2548,2014,11,6,15,0,12930
2549,2014,11,1,17,0,8667
2550,2015,1,0,16,0,6254
2551,2015,3,3,20,0,13382
2552,2015,6,0,11,0,10135
2553,2015,8,1,19,0,10984
2554,2015,10,4,3,0,3702
2555,2015,10,1,10,0,7817
2556,2015,11,4,14,0,8895
2557,2015,12,3,4,0,2694
2558,2016,2,5,3,0,8569
2559,2016,2,6,17,0,12824
2560,2016,5,6,16,0,14012
2561,2016,5,5,19,0,16705
2562,2013,10,2,3,0,158
2563,2013,10,2,17,0,1810
2564,2013,11,0,3,1,180
2565,2013,12,4,5,0,704
2566,2014,2,1,5,0,903
2567,2014,2,0,13,1,1373
2568,2014,3,2,4,0,1293
2569,2014,3,2,20,0,10276
2570,2014,3,4,1,0,4526
2571,2014,5,2,12,0,6686
2572,2014,6,6,3,0,11874
2573,2014,6,0,16,0,9981
2574,2014,6,4,4,0,2347
2575,2014,7,4,17,1,2080
2576,2014,7,6,14,0,8674
2577,2014,8,4,2,0,5131
2578,2014,8,4,5,0,2237
2579,2014,9,5,19,0,15175
2580,2014,10,2,5,0,1868
2581,2014,10,4,0,0,10171
2582,2014,11,1,19,1,2545
2583,2014,12,3,0,1,2260
2584,2014,12,3,4,1,1084
2585,2015,1,3,10,0,8188
2586,2015,4,5,11,0,9463
2587,2015,5,2,22,0,11403
2588,2015,6,2,0,0,6987
2589,2015,6,6,18,0,13613
2590,2015,7,0,23,0,6506
2591,2015,8,5,12,0,11076
2592,2015,8,2,11,0,6987
2593,2015,9,2,0,0,6737
2594,2015,9,3,10,0,8248
2595,2015,11,2,14,0,6936
2596,2016,1,6,19,0,11999
2597,2016,2,2,16,0,11450
2598,2016,2,3,12,0,7911
2599,2016,4,4,3,0,3207
2600,2016,4,3,2,0,2510
2601,2016,5,1,1,0,3822
2602,2013,9,0,0,0,184
2603,2013,11,0,9,0,1720
2604,2013,11,3,6,0,776
2605,2013,12,4,14,0,4203
2606,2014,1,4,15,0,7575
2607,2014,5,5,1,0,14929
2608,2014,8,2,0,0,5646
2609,2014,8,2,9,0,7563
2610,2014,9,0,1,1,1803
2611,2014,9,3,12,0,6959
2612,2014,9,5,16,0,12067
2613,2014,10,3,21,0,14294
2614,2014,11,5,3,0,12797
2615,2014,11,1,21,1,2002
2616,2015,1,1,7,0,4809
2617,2015,2,0,20,0,8798
2618,2015,3,6,6,0,3964
2619,2015,3,5,17,0,15098
2620,2015,4,6,17,0,12565
2621,2015,5,4,14,0,12635
2622,2015,5,5,1,0,19385
2623,2015,6,1,13,0,9988
2624,2015,8,3,13,0,7201
2625,2015,10,4,5,0,2450
2626,2015,12,6,8,0,3381
2627,2015,12,4,11,1,1031
2628,2016,1,4,15,0,10586
2629,2016,2,6,0,0,16037
2630,2016,3,4,23,0,16355
2631,2016,3,0,11,0,7264
2632,2016,4,4,13,0,9193
2633,2016,5,5,15,0,12197
2634,2013,9,3,11,0,308
2635,2013,9,5,4,0,238
2636,2013,10,2,9,0,1265
2637,2013,10,3,13,0,1422
2638,2013,10,6,17,0,1142
2639,2013,10,0,10,1,135
2640,2013,11,2,3,0,732
2641,2013,12,1,20,0,7467
2642,2014,1,0,11,1,780
2643,2014,3,6,0,0,16949
2644,2014,5,3,10,0,9117
2645,2014,5,3,16,0,12226
2646,2014,5,5,21,0,19013
2647,2014,5,6,8,0,2877
2648,2014,7,4,6,0,1852
2649,2014,8,3,7,0,4463
2650,2014,10,4,6,0,3406
2651,2014,11,3,11,0,5760
2652,2014,11,3,16,1,3373
2653,2015,1,6,10,0,6197
2654,2015,2,0,12,1,2036
2655,2015,4,4,3,0,3286
2656,2015,4,6,8,0,3781
2657,2015,6,0,0,0,10366
2658,2015,7,5,7,0,3260
2659,2016,2,2,7,0,7146
2660,2016,2,4,7,0,7443
2661,2016,3,6,5,0,4349
2662,2016,5,0,18,1,2341
2663,2013,9,1,13,0,228
2664,2013,10,6,10,0,645
2665,2013,11,0,14,0,1674
2666,2013,12,1,3,0,925
2667,2013,12,3,13,0,3205
2668,2013,12,4,2,0,1300
2669,2013,12,4,6,0,1024
2670,2014,2,6,19,0,8374
2671,2014,3,0,17,0,11313
2672,2014,4,2,18,0,14445
2673,2014,4,6,23,0,7439
2674,2014,5,4,0,0,9765
2675,2014,7,1,16,0,10436
2676,2014,7,3,9,0,9757
2677,2014,7,3,23,0,11509
2678,2014,10,0,21,1,1923
2679,2014,11,0,4,0,2054
2680,2014,11,3,21,0,9943
2681,2014,12,2,0,0,7854
2682,2014,12,6,16,0,11533
2683,2015,2,6,11,0,8036
2684,2015,4,2,10,0,10595
2685,2015,4,1,19,0,12735
2686,2015,5,2,0,0,6873
2687,2015,5,2,20,0,13427
2688,2015,6,0,1,0,6656
2689,2015,7,5,6,0,2930
2690,2015,11,1,8,0,10221
2691,2015,11,2,7,0,5364
2692,2016,2,0,23,1,1608
2693,2016,3,4,12,0,7725
2694,2016,5,2,16,0,10109
2695,2016,5,2,22,0,10043
2696,2016,6,0,0,0,6354
2697,2013,9,0,18,1,44
2698,2013,9,2,20,0,397
2699,2013,9,5,11,0,243
2700,2013,11,0,13,1,420
2701,2013,11,0,14,1,475
2702,2014,2,6,0,0,11096
2703,2014,2,6,10,0,3854
2704,2014,4,5,6,0,2376
2705,2014,5,1,22,0,7901
2706,2014,9,0,19,0,9779
2707,2014,10,3,15,0,11499
2708,2014,11,5,19,0,20951
2709,2014,11,0,9,0,8981
2710,2014,12,5,16,0,13587
2711,2014,12,6,1,0,15686
2712,2015,1,2,6,0,2691
2713,2015,2,0,10,1,1917
2714,2015,6,2,19,0,13782
2715,2015,6,2,21,0,11474
2716,2015,7,2,22,0,12757
2717,2015,7,1,10,0,7792
2718,2015,8,6,21,0,13361
2719,2015,8,0,18,0,12948
2720,2015,8,1,7,0,5648
2721,2015,8,2,18,0,11823
2722,2015,8,3,14,0,7899
2723,2015,10,1,21,0,9588
2724,2015,11,0,8,0,12876
2725,2015,12,4,22,0,13199
2726,2016,1,3,19,0,13321
2727,2013,9,3,5,0,37
2728,2013,10,4,7,0,633
2729,2013,11,4,3,0,1293
2730,2013,11,5,1,0,3196
2731,2013,11,0,16,0,2108
2732,2013,11,0,19,1,524
2733,2013,12,1,10,0,3947
2734,2013,12,2,15,1,980
2735,2014,1,5,2,0,4671
2736,2014,2,4,21,0,12351
2737,2014,3,5,10,0,7016
2738,2014,3,4,21,0,13153
2739,2014,5,1,1,0,3285
2740,2014,8,4,1,0,7680
2741,2014,10,0,11,0,4847
2742,2014,11,0,14,0,8500
2743,2014,12,0,1,0,4709
2744,2014,12,4,2,0,4154
2745,2015,1,0,19,0,6502
2746,2015,3,1,13,0,10021
2747,2015,4,6,16,0,12218
2748,2015,6,1,23,0,10404
2749,2015,6,4,18,0,17008
2750,2015,6,4,22,0,16724
2751,2015,6,5,12,0,10001
2752,2015,6,6,2,0,13995
2753,2015,7,5,14,0,10488
2754,2015,8,0,22,0,9440
2755,2015,9,1,7,0,7806
2756,2015,9,1,11,0,9052
2757,2015,9,6,0,0,16596
2758,2015,10,5,5,0,4361
2759,2015,10,6,0,0,17231
2760,2015,11,0,16,0,12342
2761,2015,11,5,8,0,5286
2762,2015,11,3,14,1,2344
2763,2015,12,6,12,0,8142
2764,2016,1,2,11,0,7235
2765,2016,5,2,13,0,7361
2766,2016,6,4,23,0,14833
2767,2016,6,5,0,0,14982
2768,2016,6,6,12,0,8471
2769,2013,9,1,2,0,42
2770,2013,10,1,20,0,1382
2771,2013,10,3,15,0,1695
2772,2013,10,4,6,0,268
2773,2013,10,0,13,1,158
2774,2013,11,4,1,0,1914
2775,2013,11,3,6,1,324
2776,2013,12,2,20,0,3232
2777,2013,12,3,20,0,4852
2778,2014,3,0,9,0,9516
2779,2014,5,0,16,0,6358
2780,2014,8,2,11,0,6129
2781,2014,9,0,21,1,2147
2782,2014,11,1,13,0,5618
2783,2015,1,0,15,0,6153
2784,2015,1,2,23,0,7914
2785,2015,6,1,6,0,3757
2786,2015,7,4,3,1,980
2787,2015,9,0,0,1,2809
2788,2015,10,2,7,0,6785
2789,2015,11,2,23,0,6545
2790,2015,11,3,9,0,7333
2791,2015,11,5,5,0,3543
2792,2015,12,3,9,0,11231
2793,2015,12,0,0,0,5270
2794,2015,12,4,9,1,679
2795,2016,2,1,17,0,11600
2796,2016,2,2,20,0,11608
2797,2016,2,5,15,0,12127
2798,2016,2,6,19,0,12255
2799,2016,2,6,20,0,11144
2800,2016,6,5,11,0,9036
2801,2013,8,3,17,0,100
2802,2013,8,4,10,0,71
2803,2013,10,2,19,0,1969
2804,2013,10,4,8,0,944
2805,2013,11,5,15,0,3549
2806,2014,1,0,10,1,725
2807,2014,3,3,12,0,6593
2808,2014,4,2,9,0,9837
2809,2014,10,4,8,0,11631
2810,2015,1,3,18,1,2424
2811,2015,1,4,8,0,11160
2812,2015,1,3,8,0,10592
2813,2015,3,1,1,0,4341
2814,2015,3,2,12,0,8007
2815,2015,3,3,1,0,4371
2816,2015,3,4,19,0,19064
2817,2015,5,4,12,0,10383
2818,2015,7,5,5,0,3912
2819,2015,8,0,6,0,3820
2820,2015,9,0,4,0,1600
2821,2015,10,5,23,0,23081
2822,2015,10,1,14,0,8255
2823,2015,12,1,2,0,2717
2824,2015,12,0,2,0,2458
2825,2015,12,4,13,1,1450
2826,2016,2,2,13,0,8874
2827,2016,2,0,16,1,2706
2828,2016,3,6,18,0,11696
2829,2016,4,6,0,0,17424
2830,2016,4,0,19,0,10822
2831,2016,4,2,9,0,9492
2832,2016,5,0,6,0,3517
2833,2016,5,1,10,0,9879
2834,2016,6,3,19,0,15081
2835,2013,10,3,12,0,1393
2836,2013,11,4,15,0,3545
2837,2013,11,3,15,1,889
2838,2014,1,3,3,0,1121
2839,2014,1,0,14,0,3428
2840,2014,3,1,20,0,8871
2841,2014,3,1,23,0,5726
2842,2014,5,4,5,0,2140
2843,2014,5,4,22,0,19290
2844,2014,6,3,11,0,7255
2845,2014,7,6,4,0,6553
2846,2014,9,1,3,0,1756
2847,2014,9,1,23,0,8705
2848,2014,12,5,19,0,17848
2849,2015,1,0,13,0,5719
2850,2015,2,6,21,0,10397
2851,2015,3,1,8,0,13475
2852,2015,3,3,13,0,7919
2853,2015,4,0,1,0,4271
2854,2015,7,5,4,0,6954
2855,2015,7,6,8,0,3179
2856,2015,7,1,15,0,8826
2857,2015,8,5,6,0,3902
2858,2015,9,3,8,0,9535
2859,2015,9,4,11,0,8000
2860,2015,10,3,15,0,12636
2861,2015,10,0,6,0,2441
2862,2015,11,6,21,0,11476
2863,2015,12,2,18,0,16944
2864,2015,12,5,2,0,10285
2865,2016,1,0,19,0,9383
2866,2016,2,2,3,0,1248
2867,2016,2,4,9,0,10182
2868,2016,5,6,21,0,12615
2869,2016,6,4,19,0,14057
2870,2013,8,5,13,0,45
2871,2013,9,6,20,0,471
2872,2013,9,0,6,1,8
2873,2013,10,1,4,0,165
2874,2013,10,6,22,0,870
2875,2013,11,0,9,1,430
2876,2014,1,4,20,0,10642
2877,2014,2,1,16,0,8125
2878,2014,3,5,14,0,10510
2879,2014,3,6,5,0,4730
2880,2014,6,3,13,0,6923
2881,2014,6,4,19,0,14970
2882,2014,7,4,7,1,553
2883,2014,7,5,17,0,11089
2884,2014,7,0,7,0,4184
2885,2014,8,4,21,0,15739
2886,2014,8,0,5,0,1649
2887,2014,10,3,5,0,1966
2888,2014,11,0,2,0,2349
2889,2014,11,1,14,1,1697
2890,2015,1,1,6,0,2022
2891,2015,3,2,11,0,8022
2892,2015,3,3,23,0,10535
2893,2015,4,3,8,0,13081
2894,2015,4,5,16,0,13820
2895,2015,5,1,13,0,7967
2896,2015,5,2,13,0,8247
2897,2015,5,3,16,0,11883
2898,2015,10,3,18,0,18428
2899,2015,10,4,19,0,22671
2900,2015,10,5,18,0,19165
2901,2015,11,0,13,0,8913
2902,2016,1,5,3,0,8838
2903,2016,2,2,15,0,10144
2904,2016,3,0,9,0,10446
2905,2016,4,6,2,0,12981
2906,2013,9,6,23,0,279
2907,2013,9,2,6,0,74
2908,2013,10,2,5,0,172
2909,2013,11,5,12,0,2648
2910,2013,11,2,9,0,2502
2911,2014,1,6,4,0,3960
2912,2014,2,2,13,0,5896
2913,2014,3,0,8,0,10122
2914,2014,4,5,16,0,11434
2915,2014,8,6,2,0,15175
2916,2014,8,2,5,0,1330
2917,2014,9,4,20,0,14458
2918,2014,10,5,11,0,7776
2919,2014,10,1,0,0,4213
2920,2015,2,2,21,0,11366
2921,2015,3,3,3,0,1911
2922,2015,4,0,15,0,9205
2923,2015,6,1,9,0,12322
2924,2015,6,3,16,0,11850
2925,2015,8,2,14,0,7496
2926,2015,11,1,17,0,11562
2927,2015,11,5,11,0,8745
2928,2015,11,2,6,1,745
2929,2015,12,2,13,0,10487
2930,2015,12,3,20,0,19612
2931,2016,1,5,12,0,8434
2932,2016,1,2,15,0,9114
2933,2016,2,2,8,0,10601
2934,2016,2,5,1,0,12865
2935,2016,2,5,10,0,8412
2936,2016,3,1,20,0,13759
2937,2016,6,1,18,0,10942
2938,2013,9,4,17,0,545
2939,2013,9,5,1,0,444
2940,2013,10,0,14,0,823
2941,2013,11,3,17,1,1080
2942,2014,2,6,5,0,2760
2943,2014,3,1,6,0,1854
2944,2014,3,4,16,0,10079
2945,2014,4,2,1,0,4023
2946,2014,4,3,0,0,5808
2947,2014,4,4,11,0,6758
2948,2014,4,6,12,0,6422
2949,2014,6,6,7,0,2751
2950,2014,6,1,8,0,7736
2951,2014,6,3,3,0,2026
2952,2014,7,5,1,0,12881
2953,2014,7,4,0,0,5852
2954,2014,8,6,6,0,3042
2955,2014,8,3,11,0,6312
2956,2014,10,5,23,0,16038
2957,2014,11,5,12,0,11017
2958,2014,11,0,19,0,10469
2959,2014,12,4,23,0,16970
2960,2015,3,4,7,0,7221
2961,2015,6,4,4,0,2581
2962,2015,9,5,7,0,3704
2963,2015,10,2,12,0,7749
2964,2015,12,1,16,0,12761
2965,2015,12,6,21,0,9352
2966,2016,1,0,23,1,1452
2967,2013,8,1,5,0,8
2968,2013,9,1,4,0,26
2969,2013,9,3,20,0,488
2970,2013,10,5,3,0,848
2971,2013,11,1,14,0,2360
2972,2013,12,6,4,0,3170
2973,2014,1,4,10,0,5426
2974,2014,1,6,10,0,2860
2975,2014,1,0,15,1,1183
2976,2014,3,0,13,0,7407
2977,2014,4,2,17,0,13396
2978,2014,4,5,14,0,8753
2979,2014,6,5,1,0,12307
2980,2014,10,6,6,0,2673
2981,2014,11,6,8,0,4197
2982,2014,12,2,23,0,15763
2983,2015,1,3,11,1,938
2984,2015,1,0,17,1,2219
2985,2015,3,6,4,0,12385
2986,2015,4,2,16,0,14083
2987,2015,4,3,18,0,19097
2988,2015,4,0,13,0,7394
2989,2015,6,1,14,0,11482
2990,2015,6,2,17,0,12180
2991,2015,6,6,10,0,6975
2992,2015,9,4,8,0,9401
2993,2015,11,5,17,0,13940
2994,2015,12,3,7,0,7789
2995,2015,12,5,8,0,4617
2996,2016,1,5,9,0,6277
2997,2016,3,2,0,0,6440
2998,2016,4,0,8,0,10105
2999,2016,6,4,7,0,6563
3000,2013,9,2,18,0,449
3001,2013,9,5,15,0,406
3002,2013,10,5,17,0,1571
3003,2013,11,4,21,0,4054
3004,2013,12,2,18,0,3772
3005,2013,12,3,6,0,1026
3006,2014,1,4,23,0,9702
3007,2014,1,1,6,0,1322
3008,2014,1,2,21,0,5674
3009,2014,2,0,7,0,3219
3010,2014,2,0,21,1,1569
3011,2014,8,2,4,0,1457
3012,2014,9,0,18,0,10124
3013,2014,10,3,1,0,5050
3014,2014,10,0,13,0,4763
3015,2014,11,6,9,0,6011
3016,2014,11,4,7,0,6014
3017,2014,12,5,2,0,11229
3018,2015,1,6,21,0,8501
3019,2015,3,1,0,0,6524
3020,2015,3,2,10,0,8833
3021,2015,3,5,19,0,18859
3022,2015,4,6,7,0,2905
3023,2015,5,0,17,0,8463
3024,2015,6,1,8,0,12718
3025,2015,7,0,16,0,9039
3026,2015,8,5,1,0,18159
3027,2015,8,1,4,0,1599
3028,2015,9,2,12,0,9470
3029,2015,9,4,2,0,3944
3030,2015,9,6,4,0,8187
3031,2015,12,2,8,0,12122
3032,2015,12,6,11,0,7514
3033,2016,2,3,15,0,10764
3034,2016,4,6,20,0,11333
3035,2016,5,3,9,0,9406
3036,2013,8,2,19,0,78
3037,2013,8,6,8,0,16
3038,2014,3,2,17,0,10779
3039,2014,4,3,5,0,1339
3040,2014,4,3,16,0,9381
3041,2014,5,0,19,0,7190
3042,2014,5,1,14,0,7339
3043,2014,6,5,17,0,12315
3044,2014,8,3,14,0,6860
3045,2014,9,0,10,1,995
3046,2014,9,1,2,0,2422
3047,2014,9,2,7,0,5679
3048,2014,12,6,17,0,12341
3049,2015,1,3,9,1,725
3050,2015,1,0,0,0,3665
3051,2015,4,3,22,0,16998
3052,2015,4,0,2,0,2792
3053,2015,5,0,22,1,2576
3054,2015,7,6,13,0,8815
3055,2015,7,0,13,0,6816
3056,2015,10,0,11,0,5327
3057,2015,10,0,17,1,2250
3058,2015,11,4,19,0,15833
3059,2015,12,1,21,0,12666
3060,2015,12,4,10,1,916
3061,2016,1,4,19,1,2501
3062,2016,1,3,3,0,1591
3063,2016,2,2,23,0,7890
3064,2016,3,5,0,0,15448
3065,2016,4,3,6,0,3119
3066,2016,6,3,7,0,7748
3067,2013,10,2,16,0,1677
3068,2013,10,0,15,1,179
3069,2013,11,0,7,1,297
3070,2013,12,2,3,1,638
3071,2014,1,0,17,1,1241
3072,2014,3,0,7,0,6465
3073,2014,7,3,10,0,8693
3074,2014,10,2,3,0,2059
3075,2014,10,4,18,0,19224
3076,2014,10,4,23,0,20795
3077,2014,10,6,19,0,11704
3078,2014,10,0,3,1,737
3079,2014,11,1,1,1,816
3080,2014,12,3,19,0,12147
3081,2014,12,3,20,1,2146
3082,2015,1,4,4,0,2688
3083,2015,5,0,13,1,1670
3084,2015,8,6,2,0,17260
3085,2015,9,5,20,0,15819
3086,2015,11,6,9,0,6569
3087,2015,12,4,2,0,3294
3088,2015,12,5,13,0,9706
3089,2016,1,3,1,0,3796
3090,2016,1,4,23,0,14752
3091,2016,2,0,3,0,1653
3092,2016,2,3,7,0,7293
3093,2016,4,6,22,0,9312
3094,2016,5,0,3,0,1693
3095,2013,10,6,1,0,1466
3096,2013,11,2,19,0,3077
3097,2013,12,2,10,0,2380
3098,2014,3,4,18,0,13165
3099,2014,5,4,3,0,3321
3100,2014,7,3,13,0,8507
3101,2014,7,4,22,1,2824
3102,2014,7,0,5,0,1726
3103,2014,8,5,11,0,8056
3104,2014,8,2,2,0,2274
3105,2014,8,2,17,0,9579
3106,2014,9,5,9,0,5889
3107,2014,9,6,0,0,15907
3108,2014,10,2,0,0,6640
3109,2014,11,5,4,0,9916
3110,2015,1,3,2,1,6440
3111,2015,1,3,22,1,1970
3112,2015,1,5,18,0,18766
3113,2015,1,6,6,0,2372
3114,2015,2,4,17,0,16325
3115,2015,5,5,12,0,13123
3116,2015,6,3,7,0,6773
3117,2015,7,0,15,0,8506
3118,2015,10,2,11,0,7623
3119,2015,11,5,4,0,6746
3120,2016,1,0,17,0,8793
3121,2016,1,1,11,0,7353
3122,2016,2,3,16,0,12194
3123,2016,4,3,20,0,12376
3124,2016,5,0,22,1,1834
3125,2013,8,5,15,0,72
3126,2013,8,6,3,0,33
3127,2013,8,3,22,0,61
3128,2013,10,0,0,1,154
3129,2013,11,0,8,1,398
3130,2014,1,0,1,0,1226
3131,2014,2,5,13,0,6473
3132,2014,2,3,2,0,1680
3133,2014,3,0,14,0,8212
3134,2014,8,4,0,0,10458
3135,2014,8,4,10,0,8667
3136,2014,8,4,19,0,16705
3137,2014,8,2,7,0,4593
3138,2014,10,2,11,0,8901
3139,2014,12,4,20,0,17536
3140,2014,12,3,9,1,659
3141,2015,4,3,2,0,3894
3142,2015,4,3,20,0,18361
3143,2015,4,4,4,0,2672
3144,2015,5,0,10,0,6213
3145,2015,6,1,1,0,4980
3146,2015,6,4,3,0,3127
3147,2015,7,3,0,0,9788
3148,2015,7,3,11,0,9457
3149,2015,8,5,0,0,20341
3150,2015,9,1,9,0,11154
3151,2015,12,4,8,1,587
3152,2016,1,4,15,1,1961
3153,2016,1,5,19,0,14498
3154,2016,1,1,19,0,12407
3155,2016,2,5,7,0,3531
3156,2016,2,5,23,0,17624
3157,2016,3,1,4,0,1571
3158,2016,3,3,10,0,10712
3159,2016,3,4,22,0,15721
3160,2016,3,5,14,0,10784
3161,2016,5,5,18,0,15987
3162,2013,8,0,16,0,60
3163,2013,10,3,0,0,758
3164,2013,10,3,4,0,249
3165,2013,10,5,9,0,700
3166,2013,11,3,15,0,2022
3167,2013,12,0,13,0,4111
3168,2013,12,1,7,0,2443
3169,2013,12,3,9,0,3416
3170,2014,1,2,16,1,978
3171,2014,3,5,7,0,3124
3172,2014,5,1,2,0,2162
3173,2014,10,6,14,0,9262
3174,2014,10,1,11,0,6503
3175,2015,1,0,22,0,4032
3176,2015,2,3,9,0,10639
3177,2015,3,0,15,0,11570
3178,2015,3,4,17,0,15783
3179,2015,5,0,19,0,8628
3180,2015,5,0,15,1,2335
3181,2015,7,0,0,0,7422
3182,2015,7,4,15,0,10373
3183,2015,8,3,20,0,11757
3184,2015,9,1,23,0,9293
3185,2015,10,0,0,1,1683
3186,2016,3,6,14,0,9822
3187,2016,5,5,4,0,6144
3188,2013,9,6,5,0,111
3189,2013,9,1,6,0,56
3190,2013,11,3,16,1,1053
3191,2014,1,2,22,1,715
3192,2014,1,3,17,0,9008
3193,2014,5,0,1,0,2855
3194,2014,7,4,23,0,10456
3195,2014,10,1,23,0,6954
3196,2014,10,0,8,1,1327
3197,2014,11,0,12,0,6992
3198,2014,11,0,21,0,8018
3199,2015,1,4,6,0,3379
3200,2015,2,6,18,0,14269
3201,2015,2,1,8,0,9882
3202,2015,2,5,11,0,9656
3203,2015,4,2,22,0,15053
3204,2015,7,3,6,0,3881
3205,2015,8,3,21,0,11493
3206,2015,9,2,2,0,3033
3207,2015,9,4,23,0,16211
3208,2015,10,0,18,0,8490
3209,2015,10,2,5,0,1501
3210,2015,11,5,23,0,16738
3211,2015,12,6,20,0,10373
3212,2016,1,4,6,1,1913
3213,2016,1,1,1,0,2871
3214,2016,1,3,5,0,1479
3215,2016,2,4,1,0,5119
3216,2016,4,6,3,0,10517
3217,2016,5,4,5,0,2047
3218,2016,6,4,16,0,11522
3219,2016,6,6,7,0,2582
3220,2013,8,5,11,0,39
3221,2013,8,6,10,0,19
3222,2013,12,6,7,0,1219
3223,2013,12,3,23,0,3460
3224,2014,1,6,18,0,6255
3225,2014,4,1,13,0,7612
3226,2014,5,0,21,1,2236
3227,2014,6,6,8,0,3544
3228,2014,6,0,21,0,9312
3229,2014,7,2,10,0,8290
3230,2014,8,4,17,0,14794
3231,2014,8,1,6,0,2252
3232,2014,9,6,10,0,5634
3233,2014,11,1,0,0,3351
3234,2015,2,0,19,1,3220
3235,2015,4,0,23,0,6998
3236,2015,6,0,13,0,9270
3237,2015,6,1,5,0,2077
3238,2015,7,1,1,0,3528
3239,2015,9,0,13,1,1603
3240,2015,9,0,19,1,2440
3241,2015,10,0,5,1,510
3242,2015,12,4,23,0,13450
3243,2016,1,6,7,0,2659
3244,2016,1,1,21,0,9426
3245,2016,3,4,14,0,9246
3246,2016,4,6,21,0,9972
3247,2016,6,0,8,0,8995
3248,2016,6,6,3,0,8277
3249,2016,6,1,15,0,8888
3250,2013,11,4,2,0,1571
3251,2013,12,1,8,0,3785
3252,2014,1,3,22,0,6543
3253,2014,3,5,9,0,6158
3254,2014,5,4,14,0,10511
3255,2014,5,1,15,0,7875
3256,2014,11,3,1,0,3153
3257,2014,11,3,22,1,3718
3258,2014,12,0,5,0,2310
3259,2015,1,5,19,0,20196
3260,2015,2,4,11,0,9565
3261,2015,3,5,12,0,10416
3262,2015,7,4,9,0,8815
3263,2015,8,1,10,0,7915
3264,2015,8,1,18,0,11216
3265,2015,10,4,23,0,20575
3266,2015,10,6,19,0,12161
3267,2015,10,1,22,0,8429
3268,2016,1,2,8,0,10521
3269,2016,3,4,2,0,4002
3270,2016,4,2,18,0,12859
3271,2016,5,0,22,0,7121
3272,2016,5,4,4,0,2418
3273,2016,6,0,17,0,9877
3274,2013,10,0,3,0,149
3275,2013,11,2,14,0,2625
3276,2013,12,5,10,0,2551
3277,2013,12,2,10,1,364
3278,2013,12,2,14,1,852
3279,2014,1,5,7,0,1546
3280,2014,4,6,13,0,6974
3281,2014,5,5,22,0,19926
3282,2014,6,4,10,0,7159
3283,2014,7,4,13,0,4569
3284,2014,8,1,23,0,6993
3285,2014,9,2,17,0,10179
3286,2014,9,4,5,0,1642
3287,2014,10,2,4,0,1909
3288,2014,10,5,5,0,3547
3289,2014,11,1,3,1,400
3290,2014,12,2,19,0,20118
3291,2015,1,1,9,0,6951
3292,2015,1,3,13,0,7602
3293,2015,6,0,9,0,12191
3294,2015,8,2,5,0,1500
3295,2015,8,2,6,0,2772
3296,2015,10,1,1,0,2915
3297,2015,11,4,2,0,4281
3298,2015,12,4,3,1,1535
3299,2016,1,4,3,0,2272
3300,2016,2,0,6,0,3295
3301,2016,2,5,16,0,13792
3302,2016,6,6,1,0,13992
3303,2013,8,0,2,0,10
3304,2013,10,3,9,0,1396
3305,2013,10,6,12,0,782
3306,2014,1,0,19,0,4543
3307,2014,2,5,12,0,5804
3308,2014,2,3,16,0,8171
3309,2014,2,4,10,0,6434
3310,2014,6,0,13,0,7396
3311,2014,6,3,5,0,1596
3312,2014,7,1,1,0,4180
3313,2014,8,1,22,0,7962
3314,2014,9,5,11,0,7465
3315,2014,10,0,15,0,5871
3316,2014,12,1,4,0,2162
3317,2014,12,4,14,0,9105
3318,2015,1,5,2,0,12687
3319,2015,1,2,18,0,13244
3320,2015,2,5,14,0,12165
3321,2015,9,3,23,0,9972
3322,2015,11,3,2,1,1404
3323,2015,12,6,22,0,8335
3324,2016,1,5,7,0,3118
3325,2016,1,5,16,0,11786
3326,2016,3,4,21,0,15414
3327,2016,4,2,21,0,10667
3328,2016,5,5,23,0,17319
3329,2016,6,0,23,0,6324
3330,2013,8,0,0,0,16
3331,2013,9,6,15,0,360
3332,2013,10,4,3,0,230
3333,2013,11,4,16,0,3978
3334,2014,2,2,6,0,1472
3335,2014,5,1,0,0,4998
3336,2014,6,3,4,0,1847
3337,2014,8,4,23,0,18093
3338,2014,9,3,22,0,10154
3339,2014,10,6,20,0,10876
3340,2014,10,0,21,0,5789
3341,2014,11,5,16,0,15928
3342,2015,1,3,20,1,2159
3343,2015,1,2,21,0,10365
3344,2015,1,3,6,0,2937
3345,2015,1,3,18,0,13648
3346,2015,4,3,13,0,10304
3347,2015,5,3,2,0,3266
3348,2015,6,3,20,0,11766
3349,2015,6,4,21,0,15440
3350,2015,7,2,15,0,11822
3351,2015,7,2,18,0,16413
3352,2015,7,5,21,0,14506
3353,2015,8,4,7,0,5491
3354,2015,9,2,20,0,13979
3355,2015,9,4,19,0,15579
3356,2015,10,4,15,0,14503
3357,2016,2,0,4,0,1941
3358,2016,3,2,22,0,12560
3359,2016,3,3,0,0,7905
3360,2016,4,3,19,0,13139
3361,2016,6,0,20,0,6953
3362,2013,9,2,5,0,36
3363,2013,11,4,7,0,1998
3364,2013,11,3,19,1,997
3365,2014,2,6,6,0,1743
