,date,not_tip,count(date)
453,2015-06-16 00:00:00,False,1606
454,2015-10-06 00:00:00,True,10668
455,2015-11-06 00:00:00,True,13520
456,2015-12-10 00:00:00,True,12809
457,2016-02-21 00:00:00,True,17509
458,2016-05-06 00:00:00,True,14427
459,2015-09-19 00:00:00,False,2688
460,2015-10-04 00:00:00,True,16205
461,2015-12-30 00:00:00,False,1878
462,2016-01-31 00:00:00,True,16306
463,2016-03-18 00:00:00,False,2444
464,2015-02-27 00:00:00,False,2458
465,2015-08-20 00:00:00,False,2057
466,2015-12-23 00:00:00,False,1803
467,2016-02-08 00:00:00,False,1959
468,2016-06-27 00:00:00,True,10001
469,2015-02-04 00:00:00,False,1479
470,2015-02-21 00:00:00,False,362
471,2015-07-09 00:00:00,False,1843
472,2015-11-17 00:00:00,True,11263
473,2015-12-09 00:00:00,True,3787
474,2016-02-28 00:00:00,True,16969
475,2016-03-18 00:00:00,True,14281
476,2016-04-19 00:00:00,False,1673
477,2016-04-21 00:00:00,True,11660
478,2016-04-21 00:00:00,False,1882
479,2016-05-13 00:00:00,False,1206
480,2016-06-26 00:00:00,True,16727
481,2015-06-20 00:00:00,True,16397
482,2015-09-12 00:00:00,True,18736
483,2015-11-25 00:00:00,False,1804
484,2015-01-24 00:00:00,True,18103
485,2015-03-20 00:00:00,True,14151
486,2015-06-05 00:00:00,True,14911
487,2016-05-04 00:00:00,False,1805
488,2015-01-12 00:00:00,True,9860
489,2016-03-08 00:00:00,False,414
490,2016-04-02 00:00:00,False,3026
491,2016-05-09 00:00:00,False,1636
492,2016-06-23 00:00:00,True,11197
493,2015-05-09 00:00:00,False,2892
494,2015-05-28 00:00:00,False,1834
495,2015-12-12 00:00:00,False,2654
496,2016-02-03 00:00:00,True,11152
497,2016-05-22 00:00:00,True,17746
498,2016-06-07 00:00:00,True,8949
499,2015-01-18 00:00:00,True,17765
500,2015-02-16 00:00:00,False,2073
501,2015-09-27 00:00:00,True,16703
502,2016-02-02 00:00:00,True,10434
